N2Oraw,CO2raw,CH4raw,SampleName,Site,LUtype,Chamber,TimePt,TimePtSq,SampleDate,Pressure,N2Oc,CO2c,CH4c,N2Oppm,CO2ppm,CH4ppm,ngN_cm3_N2O,ngC_cm3_CO2,ngC_cm3_CH4,GCrun,easycallname,pitID,sampledepth,sampleorder,Month
40.9068,566.3542,6.604,F1-M8-450cm-B,F1,F,NA,NA,NA,2/25/14,Y,44.935425,955.9076875,4.4828875,0.429215859,10228.60011,0.675152973,0.483126164,4.934284789,0.000325694,20140310_H,F1_2014.02.25_NA,M8,450,B,Feb
45.6926,860.8568,5.3764,F1-M8-450cm-C,F1,F,NA,NA,NA,2/25/14,Y,53.310575,1471.287238,2.3345875,0.512869401,15734.84134,0.467718854,0.577286745,7.590499918,0.000225628,20140310_H,F1_2014.02.25_NA,M8,450,C,Feb
20.5258,404.7852,8.6724,S4-MU-015cm-A,S4,S,NA,NA,NA,12/18/13,Y,28.07215,664.936875,7.0499625,0.915551566,5731.083905,0.903982349,1.030546534,2.764679413,0.000436082,20140113_X,S4_2013.12.18_NA,MU,15,A,Dec
19.1664,363.1924,8.2328,S4-MU-015cm-B,S4,S,NA,NA,NA,12/18/13,Y,25.6932,592.149475,6.2806625,0.83767132,5097.818569,0.82781235,0.942884385,2.459191714,0.000399337,20140113_X,S4_2013.12.18_NA,MU,15,B,Dec
20.1324,391.1588,8.2796,S4-MU-015cm-C,S4,S,NA,NA,NA,12/18/13,Y,27.3837,641.090675,6.3625625,0.893013616,5523.617065,0.83592144,1.005177776,2.664597245,0.000403249,20140113_X,S4_2013.12.18_NA,MU,15,C,Dec
14.7192,360.8564,7.5252,S4-MU-040cm-A,S4,S,NA,NA,NA,12/18/13,Y,17.9106,588.061475,5.0423625,0.582890512,5062.252129,0.705205681,0.656102637,2.442034435,0.000340192,20140113_X,S4_2013.12.18_NA,MU,40,A,Dec
15.1916,369.4596,7.4012,S4-MU-040cm-B,S4,S,NA,NA,NA,12/18/13,Y,18.7373,603.117075,4.8253625,0.609954385,5193.238943,0.683720058,0.686565782,2.505222577,0.000329827,20140113_X,S4_2013.12.18_NA,MU,40,B,Dec
15.2638,368.1096,6.4912,S4-MU-040cm-C,S4,S,NA,NA,NA,12/18/13,Y,18.86365,600.754575,3.2328625,0.614090734,5172.684707,0.526043309,0.691221665,2.495307198,0.000253764,20140113_X,S4_2013.12.18_NA,MU,40,C,Dec
14.3544,506.334,6.1856,S4-MU-075cm-A,S4,S,NA,NA,NA,12/18/13,Y,17.2722,842.647275,2.6980625,0.561991061,7277.200901,0.473091644,0.632578177,3.510527476,0.00022822,20140113_X,S4_2013.12.18_NA,MU,75,A,Dec
14.2996,523.2144,5.5252,S4-MU-075cm-B,S4,S,NA,NA,NA,12/18/13,Y,17.1763,872.187975,1.5423625,0.55885156,7534.211061,0.358663374,0.629044349,3.63450938,0.000173019,20140113_X,S4_2013.12.18_NA,MU,75,B,Dec
14.3024,488.3272,7.2104,S4-MU-075cm-C,S4,S,NA,NA,NA,12/18/13,Y,17.1812,811.135375,4.4914625,0.559011973,7003.040896,0.650659922,0.629224909,3.378272472,0.000313879,20140113_X,S4_2013.12.18_NA,MU,75,C,Dec
16.7032,646.1632,6.7728,S4-MU-150cm-A,S4,S,NA,NA,NA,12/18/13,Y,21.3826,1087.348375,3.7256625,0.696554193,9406.150751,0.574836465,0.784042687,4.537534569,0.000277302,20140113_X,S4_2013.12.18_NA,MU,150,A,Dec
17.416,670.0568,5.7076,S4-MU-150cm-B,S4,S,NA,NA,NA,12/18/13,Y,22.63,1129.162175,1.8615625,0.73739062,9769.939403,0.390268033,0.830008245,4.713026503,0.000188266,20140113_X,S4_2013.12.18_NA,MU,150,B,Dec
17.526,671.6132,5.6036,S4-MU-150cm-C,S4,S,NA,NA,NA,12/18/13,Y,22.8225,1131.885875,1.6795625,0.743692538,9793.636153,0.372247833,0.837101695,4.724457833,0.000179573,20140113_X,S4_2013.12.18_NA,MU,150,C,Dec
17.5532,561.1634,5.829,S4-MU-250cm-A,S4,S,NA,NA,NA,12/18/13,Y,22.8701,938.598725,2.0740125,0.745250831,8111.998231,0.411303151,0.838855712,3.913234369,0.000198413,20140113_X,S4_2013.12.18_NA,MU,250,A,Dec
18.5612,594.0284,5.8464,S4-MU-250cm-B,S4,S,NA,NA,NA,12/18/13,Y,24.6341,996.112475,2.1044625,0.802999314,8612.379674,0.414318069,0.903857511,4.154618773,0.000199867,20140113_X,S4_2013.12.18_NA,MU,250,B,Dec
18.4032,600.0556,5.8324,S4-MU-250cm-C,S4,S,NA,NA,NA,12/18/13,Y,24.3576,1006.660075,2.0799625,0.793947468,8704.145962,0.411892273,0.893668737,4.198886903,0.000198697,20140113_X,S4_2013.12.18_NA,MU,250,C,Dec
36.238,390.768,7.6966,S4-MU-015cm-A,S4,S,NA,NA,NA,2/26/14,Y,36.765025,648.6318375,6.3949375,0.347607423,6945.708972,0.859775422,0.391267557,3.350615507,0.000414756,20140310_H,S4_2014.02.26_NA,MU,15,A,Feb
36.2076,467.7316,7.3678,S4-MU-015cm-B,S4,S,NA,NA,NA,2/26/14,Y,36.711825,783.3181375,5.8195375,0.347076045,8384.678094,0.804216332,0.390669437,4.044775351,0.000387955,20140310_H,S4_2014.02.26_NA,MU,15,B,Feb
37.888,480.3194,7.4804,S4-MU-015cm-C,S4,S,NA,NA,NA,2/26/14,Y,39.652525,805.3467875,6.0165875,0.37644865,8620.029033,0.823242955,0.423731295,4.15830883,0.000397133,20140310_H,S4_2014.02.26_NA,MU,15,C,Feb
37.7076,448.11,6.34,S4-MU-040cm-A,S4,S,NA,NA,NA,2/26/14,Y,39.336825,748.9803375,4.0208875,0.373295342,8017.817961,0.630543485,0.420181927,3.867801732,0.000304175,20140310_H,S4_2014.02.26_NA,MU,40,A,Feb
36.7338,525.1124,5.6804,S4-MU-040cm-B,S4,S,NA,NA,NA,2/26/14,Y,37.632675,883.7345375,2.8665875,0.356273774,9457.512517,0.519087355,0.401022419,4.562311525,0.000250408,20140310_H,S4_2014.02.26_NA,MU,40,B,Feb
36.8642,528.8462,5.8268,S4-MU-040cm-C,S4,S,NA,NA,NA,2/26/14,Y,37.860875,890.2686875,3.1227875,0.358553105,9527.322439,0.543825344,0.403588038,4.595987887,0.000262342,20140310_H,S4_2014.02.26_NA,MU,40,C,Feb
37.9406,421.6024,7.2704,S4-MU-075cm-A,S4,S,NA,NA,NA,2/26/14,Y,39.744575,702.5920375,5.6490875,0.377368073,7522.212014,0.787758135,0.4247662,3.628721031,0.000380015,20140310_H,S4_2014.02.26_NA,MU,75,A,Feb
38.0128,694.1056,5.5052,S4-MU-075cm-B,S4,S,NA,NA,NA,2/26/14,Y,39.870925,1179.472638,2.5599875,0.378630095,12617.13598,0.489482877,0.426186734,6.086516387,0.000236127,20140310_H,S4_2014.02.26_NA,MU,75,B,Feb
0.6448,0,0,Rerun_S4-MU-075cm-C,S4,S,NA,NA,NA,2/26/14,Y,-25.523075,-35.2121625,-7.0741125,NA,NA,NA,NA,NA,NA,20140310_H,Re_2014.02.26_NA,MU,75,C,Feb
36.205,713.0732,5.018,S4-MU-075cm-C_rerun,S4,S,NA,NA,NA,2/26/14,Y,36.707275,1212.665938,1.7073875,0.347030598,12971.76844,0.407158094,0.390618282,6.257591366,0.000196413,20140310_H,S4_2014.02.26_NA,MU,75,C,Feb
37.5504,305.1236,7.964,S4-MU-150cm-A,S4,S,NA,NA,NA,2/26/14,Y,39.061725,498.7541375,6.8628875,0.37054756,5344.437111,0.904959426,0.417089018,2.578160693,0.000436553,20140310_H,S4_2014.02.26_NA,MU,150,A,Feb
39.844,506.9398,7.0632,S4-MU-150cm-B,S4,S,NA,NA,NA,2/26/14,Y,43.075525,851.9324875,5.2864875,0.410638613,9117.743973,0.752746446,0.462215581,4.398406911,0.000363125,20140310_H,S4_2014.02.26_NA,MU,150,B,Feb
41.0718,699.6364,5.6752,S4-MU-150cm-C,S4,S,NA,NA,NA,2/26/14,Y,45.224175,1189.151538,2.8574875,0.432099982,12720.54396,0.518208683,0.486372538,6.136400478,0.000249984,20140310_H,S4_2014.02.26_NA,MU,150,C,Feb
44.4726,457.4116,5.0504,S4-MU-250cm-A,S4,S,NA,NA,NA,2/26/14,Y,51.175575,765.2581375,1.7640875,0.491544372,8191.727643,0.412632895,0.553283254,3.9516959,0.000199054,20140310_H,S4_2014.02.26_NA,MU,250,A,Feb
43.63,514.2196,5.0592,S4-MU-250cm-B,S4,S,NA,NA,NA,2/26/14,Y,49.701025,864.6721375,1.7794875,0.476816119,9253.852568,0.414119878,0.536705105,4.464065805,0.000199772,20140310_H,S4_2014.02.26_NA,MU,250,B,Feb
44.3824,593.5988,4.9802,S4-MU-250cm-C,S4,S,NA,NA,NA,2/26/14,Y,51.017725,1003.585738,1.6412375,0.489967719,10737.98556,0.400770827,0.551508569,5.180012734,0.000193332,20140310_H,S4_2014.02.26_NA,MU,250,C,Feb
39.594,261.5512,7.1468,S4-MU-350cm-A,S4,S,NA,NA,NA,2/26/14,Y,42.638025,422.5024375,5.4327875,0.40626873,4529.774879,0.766872784,0.457296833,2.185166988,0.00036994,20140310_H,S4_2014.02.26_NA,MU,350,A,Feb
41.4232,369.1244,6.3052,S4-MU-350cm-B,S4,S,NA,NA,NA,2/26/14,Y,45.839125,610.7555375,3.9599875,0.438242289,6541.044013,0.624663143,0.49328633,3.15540481,0.000301338,20140310_H,S4_2014.02.26_NA,MU,350,B,Feb
42.7628,425.3016,4.62,S4-MU-450cm-A,S4,S,NA,NA,NA,2/26/14,Y,48.183425,709.0656375,1.0108875,0.46165787,7591.375028,0.339905912,0.519642951,3.662085324,0.000163971,20140310_H,S4_2014.02.26_NA,MU,450,A,Feb
43.6574,468.448,5.1918,S4-MU-450cm-B,S4,S,NA,NA,NA,2/26/14,Y,49.748975,784.5718375,2.0115375,0.477295058,8398.072445,0.436526007,0.537244199,4.051236796,0.00021058,20140310_H,S4_2014.02.26_NA,MU,450,B,Feb
