"Site","LUtype","Chamber","SampleDate","GasType","LinearR2","LinearSlope","LinearInt","LinearFlux","QuadR2","QuadSlope","Quad2der","QuadFlux","FluxID"
"M1","M","D","2013.07.17","N2O",0.00778380126894175,-9.75858582665413e-05,0.227867137640402,-0.0739598083704313,0.839026346704471,-0.00348003409790304,0.00011274827465455,-2.63749952683178,"M1_2013.07.17_D"
"M1","M","D","2013.07.17","CO2",0.677596925880157,0.00198782480889866,0.16876590679793,1.50656196042846,0.848563090253144,-0.00136124143890334,0.0001116355415934,-1.03167772211622,"M1_2013.07.17_D"
"M1","M","D","2013.07.17","CH4",0.424043116876704,-8.59143340763636e-07,0.000629192665960953,-0.000651140216157703,0.437142597232543,-1.36562522287327e-06,1.68827294036545e-08,-0.00103500016891448,"M1_2013.07.17_D"
"M1","M","E","2013.07.17","N2O",0.771169443583184,-0.00200624722498948,0.237952466710302,-1.52052421262361,0.93384969632188,-0.00509692139791633,0.000103022472430895,-3.86292990157869,"M1_2013.07.17_E"
"M1","M","E","2013.07.17","CO2",0.00420911951871493,-7.43047021589705e-05,0.183432651899556,-0.056315142688904,0.270670630364527,0.0019086562990678,-6.60987000408924e-05,1.44656056350402,"M1_2013.07.17_E"
"M1","M","E","2013.07.17","CH4",0.202159542128967,-1.24916565430171e-06,0.000609120976558833,-0.00094673607483919,0.990925851126571,7.02688898878042e-06,-2.75868488102738e-07,0.00532564218097042,"M1_2013.07.17_E"
"M1","M","A","2013.07.17","N2O",0.00246168608395345,0.000100536382536671,0.217849561350039,0.0761959951856872,0.803960615582071,0.00618517309953735,-0.000202821223900023,4.68771013859673,"M1_2013.07.17_A"
"M1","M","A","2013.07.17","CO2",0.924613609616452,0.00252307568767442,0.140183317103882,1.91222578434272,0.948892489230835,0.00389440171863152,-4.57108676985701e-05,2.95154656569968,"M1_2013.07.17_A"
"M1","M","A","2013.07.17","CH4",0.146519208244839,1.26745527782232e-06,0.000558338351798922,0.000960597684244286,0.778723893638372,-7.56315012969917e-06,2.9435351358405e-07,-0.00573207167724569,"M1_2013.07.17_A"
"M1","M","B","2013.07.17","N2O",0.649120711972761,0.00167229158908512,0.190822759035948,1.26742099383293,0.922461134169881,-0.00196750793410983,0.000121326650773165,-1.49116390795692,"M1_2013.07.17_B"
"M1","M","B","2013.07.17","CO2",0.869611594305276,0.00147940072986952,0.16051528259111,1.12123002684848,0.959464377828442,-0.000115615831908384,5.31672187259301e-05,-0.0876246304989857,"M1_2013.07.17_B"
"M1","M","B","2013.07.17","CH4",0.429562943561672,-6.64991952621656e-07,0.000626069361021278,-0.000503993900934308,0.536677638059879,-1.77878312855704e-06,3.71263725311796e-08,-0.00134813037111692,"M1_2013.07.17_B"
"F2","F","C","2013.06.20","N2O",0.761626672748102,0.00203345761548038,0.139150336772411,1.54114682436408,0.930625966062178,-0.00117933547862557,0.000107093103136865,-0.893812152221484,"F2_2013.06.20_C"
"F2","F","C","2013.06.20","CO2",0.999024508688877,0.00679954739881088,0.129693987491022,5.15334118646719,0.999738555807577,0.00740926906943123,-2.03240556873449e-05,5.61544603156893,"F2_2013.06.20_C"
"F2","F","C","2013.06.20","CH4",0.560500008065264,-2.25431334009323e-06,0.000543301780119872,-0.0017085322156496,0.614673100503402,-4.60499892719894e-06,7.83561862368571e-08,-0.00349010445008762,"F2_2013.06.20_C"
"F2","F","D","2013.06.20","N2O",4.89345556589501e-05,1.50804573804721e-05,0.175895291802789,0.0114293992778315,0.00136454537783275,-0.000247188366628199,8.74229413362237e-06,-0.187342762076109,"F2_2013.06.20_D"
"F2","F","D","2013.06.20","CO2",0.935539409983247,0.00731135876979764,0.197600931140852,5.541240330794,0.970329340817935,0.0120403672815666,-0.000157633617058965,9.1253309923452,"F2_2013.06.20_D"
"F2","F","D","2013.06.20","CH4",0.913667938821449,-5.99180572261109e-06,0.000648062242500906,-0.00454115802134735,0.914432908294187,-6.57332195762578e-06,1.93838745004896e-08,-0.00498188611525322,"F2_2013.06.20_D"
"F2","F","E","2013.06.20","N2O",0.844548386416648,-0.00154574688150097,0.205446431547963,-1.17151342597968,0.938243665354986,0.000181129406580907,-5.75625429360625e-05,0.137277023935003,"F2_2013.06.20_E"
"F2","F","E","2013.06.20","CO2",0.932286921166784,0.00391862083389116,0.211408677285843,2.96990210568593,0.99889342537503,0.00743174119242731,-0.000117104011951205,5.63247753531333,"F2_2013.06.20_E"
"F2","F","E","2013.06.20","CH4",0.98651581373674,-7.32882409843923e-06,0.000678438649701996,-0.00555447721144868,0.998961678871507,-4.56779439388361e-06,-9.20343234851874e-08,-0.00346190733010126,"F2_2013.06.20_E"
"F2","F","A","2013.06.20","N2O",0.319476405690092,-0.00071730523366365,0.202344009917294,-0.543641861302977,0.998616213343268,0.00279054028745197,-0.000116928184037187,2.11493579680571,"F2_2013.06.20_A"
"F2","F","A","2013.06.20","CO2",0.977120012108902,0.00625513997117674,0.166413949611945,4.74073766236553,0.985319012441353,0.00817699131422207,-6.40617114348445e-05,6.19729868025252,"F2_2013.06.20_A"
"F2","F","A","2013.06.20","CH4",0.253978959501543,3.61571788061571e-07,0.00058166152982693,0.000274033355162454,0.514180487039534,1.58908690511874e-06,-4.09171705685725e-08,0.00120436060177421,"F2_2013.06.20_A"
"F2","F","B","2013.06.20","N2O",0.359740061282154,0.000899800623703,0.156351893267078,0.681954156911748,0.994127830829506,0.00490759609058515,-0.000133593182229405,3.71944124760138,"F2_2013.06.20_B"
"F2","F","B","2013.06.20","CO2",0.896552331860975,0.00467782938867804,0.201935370087868,3.54530227352441,0.988048890110333,0.00969010791209019,-0.000167075950780405,7.34408178600519,"F2_2013.06.20_B"
"F2","F","B","2013.06.20","CH4",0.851096152807927,-4.64196897816163e-06,0.000665538993865057,-0.00351812385713303,0.87795193798458,-1.87624962654936e-06,-9.21906450537424e-08,-0.00142199971696373,"F2_2013.06.20_B"
"S1","S","C","2013.06.20","N2O",0.66467285654377,0.00332097898400952,0.0808086368716869,2.51695249314406,0.695776495974732,0.00573057380458893,-8.0319827352647e-05,4.34317172558319,"S1_2013.06.20_C"
"S1","S","C","2013.06.20","CO2",0.974913333654142,0.0044055745183266,0.103219092750494,3.33896174020542,0.978808160286758,0.00533955945760695,-3.11328313093448e-05,4.04682400997579,"S1_2013.06.20_C"
"S1","S","C","2013.06.20","CH4",0.164140517362335,9.43713309350444e-07,0.000547323934078724,0.000715235350244547,0.224632992927791,-9.77869572079143e-07,6.40527627143195e-08,-0.000741122201996824,"S1_2013.06.20_C"
"S1","S","D","2013.06.20","N2O",0.0941278222741885,0.00080035702793308,0.142894224235134,0.606586379065071,0.126741922632135,0.00238052669258518,-5.26723221550701e-05,1.80418865122245,"S1_2013.06.20_D"
"S1","S","D","2013.06.20","CO2",0.965012481888649,0.00432975266515068,0.118705991843042,3.28149675674578,0.968130972415539,0.00350419940149278,2.751844212193e-05,2.65581428323663,"S1_2013.06.20_D"
"S1","S","D","2013.06.20","CH4",0.91363396453185,1.35671489346571e-06,0.000571306789126024,0.00102824707715296,0.96440839397791,2.42947165765612e-06,-3.57585588063472e-08,0.00184128378264464,"S1_2013.06.20_D"
"S1","S","E","2013.06.20","N2O",0.858323217040644,-0.00207410928320172,0.198387029035064,-1.57195650937393,0.997664774453333,0.000728888773390683,-9.34332685530801e-05,0.552420965096097,"S1_2013.06.20_E"
"S1","S","E","2013.06.20","CO2",0.739044821385868,0.00251882766482698,0.161629049925898,1.90900623018466,0.972016971912297,0.00726224494137237,-0.00015811390921818,5.50401721872432,"S1_2013.06.20_E"
"S1","S","E","2013.06.20","CH4",0.837256659868336,-2.5486668536773e-06,0.000607592151618392,-0.00193162119436596,0.837262959284103,-2.52521861839436e-06,-7.81607842764804e-10,-0.00191384990025678,"S1_2013.06.20_E"
"S1","S","B","2013.06.20","N2O",0.000126197795675041,1.35505559071103e-05,0.16147159926908,0.0102698950032836,0.0483472816259402,-0.000874885085422169,2.96145213776426e-05,-0.663070801583117,"S1_2013.06.20_B"
"S1","S","B","2013.06.20","CO2",0.930983512761006,0.00538963436558358,0.123722585546814,4.08477551917913,0.933603651662583,0.00443061643452378,3.19672643686601e-05,3.35794087669171,"S1_2013.06.20_B"
"S1","S","B","2013.06.20","CH4",0.351208022826315,-1.34733559935257e-06,0.000596954468878405,-0.00102113855950932,0.978891874830614,-7.38877341997899e-06,2.01381260687547e-07,-0.00559991248672092,"S1_2013.06.20_B"
"S1","S","A","2013.06.20","N2O",0.0833791339004236,0.00039427746542632,0.153105223783204,0.298820815902053,0.89043158430336,-0.00372006471120938,0.00013714473922119,-2.81941746533763,"S1_2013.06.20_A"
"S1","S","A","2013.06.20","CO2",0.991677409589527,0.0043391233037847,0.128149810702594,3.28859871444735,0.996607942305335,0.0033129045070923,3.42072932230801e-05,2.51083288958574,"S1_2013.06.20_A"
"S1","S","A","2013.06.20","CH4",0.188627655059295,-1.36156086209085e-06,0.000603627836639905,-0.00103191981126886,0.657306987225184,-8.56016909392591e-06,2.39953607727835e-07,-0.0064877071027649,"S1_2013.06.20_A"
"M1","M","E","2013.06.20","N2O",0.191987236958685,-0.00069850930127636,0.19524308150726,-0.52939652307261,0.193124377626933,-0.000518199484770407,-6.01032721686512e-06,-0.392740662141782,"M1_2013.06.20_E"
"M1","M","E","2013.06.20","CO2",0.451527409941787,0.00140613126016913,0.183504582706595,1.06569948139134,0.462667802134763,0.000665315343016058,2.46938639051024e-05,0.504238996812171,"M1_2013.06.20_E"
"M1","M","E","2013.06.20","CH4",0.976916828537954,-1.35311949738902e-06,0.000609847871852602,-0.00102552214538958,0.994006472765334,-1.95339432062996e-06,2.00091607746981e-08,-0.00148046727458271,"M1_2013.06.20_E"
"M1","M","D","2013.06.20","N2O",0.562824892031571,0.00110109194612963,0.165593590953083,0.834511790750878,0.824407825703617,-0.00141668876435339,8.39260236827675e-05,-1.07370095824678,"M1_2013.06.20_D"
"M1","M","D","2013.06.20","CO2",0.326220941974981,0.000774907192945441,0.194228163071023,0.58729808307444,0.87171732614041,-0.00258607315254831,0.000112032678183125,-1.95997123140504,"M1_2013.06.20_D"
"M1","M","D","2013.06.20","CH4",0.523330455454805,1.44034693264125e-06,0.000593488819703599,0.00109163135947547,0.996458249165764,6.03385622455161e-06,-1.53116976397012e-07,0.00457302787544964,"M1_2013.06.20_D"
"M1","M","C","2013.06.20","N2O",0.872216014024285,-0.00115343643225472,0.194168872115592,-0.874183401287787,0.875048593768464,-0.000932966702072471,-7.34899100607492e-06,-0.707090553149662,"M1_2013.06.20_C"
"M1","M","C","2013.06.20","CO2",0.782234106175707,0.00208276276488802,0.154098447742882,1.57851493759934,0.830845127226693,0.00382422902188927,-5.80488752333749e-05,2.89836304816871,"M1_2013.06.20_C"
"M1","M","C","2013.06.20","CH4",0.19219327228359,-1.13723941121824e-06,0.000593349693507588,-0.000861907764291722,0.843012996414969,5.88198982070307e-06,-2.3397430773071e-07,0.00445792912726969,"M1_2013.06.20_C"
"M1","M","B","2013.06.20","N2O",0.305572624392836,0.00117124885655197,0.145302726268947,0.887683343913073,0.330390142175021,5.16888140650426e-05,3.73186680828976e-05,0.039174680133506,"M1_2013.06.20_B"
"M1","M","B","2013.06.20","CO2",0.791412341111808,0.00260027190118331,0.146574092652289,1.97073238826525,0.870894377561354,0.00536420869942323,-9.21312266079974e-05,4.0655055406155,"M1_2013.06.20_B"
"M1","M","B","2013.06.20","CH4",0.365336924505384,-6.86251685944755e-07,0.000614648507222844,-0.000520106540926551,0.983604282563675,2.30808795967528e-06,-9.98113215206677e-08,0.00174928771680652,"M1_2013.06.20_B"
"M1","M","A","2013.06.20","N2O",0.708069240188297,0.00110174761818966,0.155087538978003,0.835008721154268,0.716986950904723,0.00151646019615336,-1.38237525987901e-05,1.14931720129518,"M1_2013.06.20_A"
"M1","M","A","2013.06.20","CO2",0.837082646534774,0.00197104690353488,0.157152561984156,1.49384607425801,0.997064042997222,0.00486121959080183,-9.6339089575565e-05,3.68429274250244,"M1_2013.06.20_A"
"M1","M","A","2013.06.20","CH4",0.345951716583958,4.13001584115267e-07,0.000596330745819881,0.000313011726908413,0.706376364816853,1.82693017167125e-06,-4.71309529185327e-08,0.00138462076168768,"M1_2013.06.20_A"
"M1","M","A","2013.07.04","N2O",0.194034064171809,0.000752447847553489,0.179642708043548,0.57027626340896,0.719259765609918,0.00490472812073526,-0.000138409342439392,3.71726762834672,"M1_2013.07.04_A"
"M1","M","A","2013.07.04","CO2",0.750955941943795,0.00244023465009261,0.10507013102349,1.84944099796492,0.962848476791159,0.00678792344551882,-0.00014492295984754,5.14453145344584,"M1_2013.07.04_A"
"M1","M","A","2013.07.04","CH4",0.293046821450999,2.77898612406734e-06,0.000488465834788745,0.00210617895718788,0.666194768384956,1.32970222991407e-05,-3.5060120583578e-07,0.0100777432161909,"M1_2013.07.04_A"
"M1","M","B","2013.07.04","N2O",0.108091176829489,0.000251869919037719,0.204066510270031,0.190890886007534,0.37480463666314,0.00157889737295322,-4.42342484638499e-05,1.19663800897507,"M1_2013.07.04_B"
"M1","M","B","2013.07.04","CO2",0.965089564148202,0.0011379872707221,0.141835325415165,0.862474563073591,0.969984980574689,0.000866140188479548,9.06156940808507e-06,0.656443090216078,"M1_2013.07.04_B"
"M1","M","B","2013.07.04","CH4",0.601268147220628,-3.19014276911701e-06,0.00063020523555887,-0.00241779241448868,0.916895955243399,4.56232397241171e-06,-2.58415558050957e-07,0.0034577613264594,"M1_2013.07.04_B"
"M1","M","C","2013.07.04","N2O",0.157471874433271,0.000598077358911961,0.208817171098931,0.453279682543802,0.654798094072015,0.00416302210291881,-0.000118831491466895,3.15513254115952,"M1_2013.07.04_C"
"M1","M","C","2013.07.04","CO2",0.931294224153909,0.00208836234994986,0.13489317712442,1.58275883364621,0.95006379907557,0.00308277325893036,-3.314703029935e-05,2.3364176278209,"M1_2013.07.04_C"
"M1","M","C","2013.07.04","CH4",0.00514101268312066,-2.93724536603932e-07,0.000584851050972654,-0.000222612280373507,0.236486583423516,-6.90252661019191e-06,2.20293402452933e-07,-0.00523138858877703,"M1_2013.07.04_C"
"M1","M","D","2013.07.04","N2O",0.567272944239659,0.00051760026354271,0.205283628881374,0.392286515527106,0.651232954898474,0.00118549951574589,-2.22633084067725e-05,0.898483843512671,"M1_2013.07.04_D"
"M1","M","D","2013.07.04","CO2",0.822421071908529,0.00231906568083335,0.134792907357765,1.75760767389475,0.852977743254656,0.00381838872884862,-4.99774349338424e-05,2.89393672081159,"M1_2013.07.04_D"
"M1","M","D","2013.07.04","CH4",0.0216806642580489,-4.49098468785813e-07,0.000539404536473162,-0.000340369365816616,0.976528748947415,-1.04456148993489e-05,3.33217214352102e-07,-0.007916676555296,"M1_2013.07.04_D"
"M1","M","E","2013.07.04","N2O",0.169619691176339,0.000257933855179639,0.212374102784465,0.195486711294042,0.640871500786213,0.00169995952664369,-4.80675223821349e-05,1.28839037808785,"M1_2013.07.04_E"
"M1","M","E","2013.07.04","CO2",0.829268870003196,0.00158354965200592,0.153982717608967,1.20016394678343,0.870215785671147,0.000403308204409719,3.934138158654e-05,0.305665165447366,"M1_2013.07.04_E"
"M1","M","E","2013.07.04","CH4",0.838261431317847,-4.03813531634577e-06,0.000619243943667335,-0.00306048150291469,0.84015528573792,-4.68192006319985e-06,2.14594915618026e-08,-0.00354840257421462,"M1_2013.07.04_E"
"S1","S","A","2013.07.04","N2O",0.397445284898156,0.000448817902161449,0.18988859443192,0.340156725848677,0.778589349102961,-0.00102536828776958,4.91395396643676e-05,-0.777121228625364,"S1_2013.07.04_A"
"S1","S","A","2013.07.04","CO2",0.992073450005487,0.00404532987179311,0.150128878131213,3.06593421862215,0.994314415361519,0.00469020534626694,-2.14958491491276e-05,3.55468194664442,"S1_2013.07.04_A"
"S1","S","A","2013.07.04","CH4",0.63616335330675,-1.32190468020707e-06,0.000612482220174887,-0.00100186459973588,0.665835558267251,-2.27946686670428e-06,3.19187395499072e-08,-0.00172759594108114,"S1_2013.07.04_A"
"S1","S","B","2013.07.04","N2O",0.37431184045422,-0.000801392474984701,0.197451622215784,-0.607371138935773,0.612463760560087,0.0013426420894809,-7.146781881552e-05,1.01758137308026,"S1_2013.07.04_B"
"S1","S","B","2013.07.04","CO2",0.652409443897989,0.00120943569453234,0.15168430252801,0.916624947435036,0.984167406401119,0.00410217702875649,-9.64247111408049e-05,3.10901837968913,"S1_2013.07.04_B"
"S1","S","B","2013.07.04","CH4",0.803242212769215,-5.93320678630105e-06,0.000622748152407075,-0.00449674619593343,0.805630927742926,-4.84796964160413e-06,-3.61745714898973e-08,-0.00367425067574208,"S1_2013.07.04_B"
"S1","S","C","2013.07.04","N2O",1.92831418384554e-05,-3.07528190053925e-06,0.20641585238673,-0.00233073996672449,0.775374658994689,0.00206526836536501,-6.89447882421851e-05,1.56525602427664,"S1_2013.07.04_C"
"S1","S","C","2013.07.04","CO2",0.63295825805284,0.00148420800219878,0.153358890498733,1.12487343324539,0.748310122840863,0.00360938841605363,-7.0839347128495e-05,2.73553648374591,"S1_2013.07.04_C"
"S1","S","C","2013.07.04","CH4",0.395460593993522,1.52993551605327e-06,0.000496518734412139,0.00115953007532458,0.924784847082554,-4.40695004022985e-06,1.97896185209437e-07,-0.00334000424101631,"S1_2013.07.04_C"
"S1","S","D","2013.07.04","N2O",0.00530110695385485,6.03794784417294e-05,0.187004759658139,0.0457612889242581,0.884813804795746,0.00266895486520825,-8.69525128922175e-05,2.02278684521047,"S1_2013.07.04_D"
"S1","S","D","2013.07.04","CO2",0.980089229317022,0.00374889597982604,0.101582400495393,2.84126853207869,0.997056586819052,0.00540334712964226,-5.51483716605404e-05,4.09516835088676,"S1_2013.07.04_D"
"S1","S","D","2013.07.04","CH4",0.982343378852444,4.70651732915814e-06,0.000474120074513748,0.00356704471262512,0.984696018075647,3.93397563293318e-06,2.57513898741653e-08,0.00298153942706515,"S1_2013.07.04_D"
"S1","S","E","2013.07.04","N2O",0.272820347685274,0.000343955120735779,0.176829041673696,0.260681775715538,0.621532810864629,0.00164824281411893,-4.34762564461049e-05,1.24919455385855,"S1_2013.07.04_E"
"S1","S","E","2013.07.04","CO2",0.894404364862224,0.00210783623025074,0.104951464655019,1.59751798503214,0.998985655244944,0.00452537345134592,-8.05845740365063e-05,3.42975672102007,"S1_2013.07.04_E"
"S1","S","E","2013.07.04","CH4",0.330349465534731,1.41856255816615e-06,0.000458696651032254,0.0010751210967154,0.838697377890816,-4.48369928063907e-06,1.96742061293507e-07,-0.00339817208637909,"S1_2013.07.04_E"
"F2","F","A","2013.07.04","N2O",0.237210682159191,0.000484248614762129,0.184897974987117,0.367009476451298,0.913787462398871,-0.00225881621286635,9.14354942542825e-05,-1.71194491922502,"F2_2013.07.04_A"
"F2","F","A","2013.07.04","CO2",0.995700748580174,0.0086123098036257,0.118993667386987,6.52722427222158,0.999011677382125,0.0102780467142491,-5.55245636874451e-05,7.78967750974665,"F2_2013.07.04_A"
"F2","F","A","2013.07.04","CH4",0.390464903408292,-1.39605714180551e-06,0.000544476911083671,-0.00105806436010523,0.574737325566225,-4.61281689373354e-06,1.07225325064268e-07,-0.003496029645777,"F2_2013.07.04_A"
"F2","F","B","2013.07.04","N2O",0.618836431581327,0.00154569732257613,0.161803474190603,1.17147586553138,0.904865131147933,-0.0019789655599166,0.000117488762749758,-1.49984758225258,"F2_2013.07.04_B"
"F2","F","B","2013.07.04","CO2",0.99114829138867,0.00830290162400239,0.123555170529415,6.29272544134918,0.99321989500161,0.00702972057668081,4.24393682440525e-05,5.32778822653704,"F2_2013.07.04_B"
"F2","F","B","2013.07.04","CH4",0.32038432562054,-8.1264750230345e-07,0.000582121547911482,-0.000615901264903667,0.885261474833437,-4.43190796991173e-06,1.20642015586943e-07,-0.00335891972456468,"F2_2013.07.04_B"
"F2","F","C","2013.07.04","N2O",0.446619063145659,0.000858133591741271,0.194921661429715,0.650374932688122,0.840060034178847,0.003559617142968,-9.00494517075576e-05,2.69781509782838,"F2_2013.07.04_C"
"F2","F","C","2013.07.04","CO2",0.911538968622809,0.00609319204434848,0.138956137739154,4.6179981809799,0.939573366342025,0.00967728382896293,-0.000119469726153815,7.33436248089822,"F2_2013.07.04_C"
"F2","F","C","2013.07.04","CH4",0.824402379014957,-3.88319418063233e-06,0.000577809452430592,-0.00294305243163713,0.842610981414588,-1.94751197538524e-06,-6.45227401749029e-08,-0.00147600907608144,"F2_2013.07.04_C"
"F2","F","D","2013.07.04","N2O",0.000191540242970997,-6.75695741530094e-06,0.213820351554314,-0.00512106246212282,0.99982760118828,-0.0016440197157346,5.457542527731e-05,-1.24599388981991,"F2_2013.07.04_D"
"F2","F","D","2013.07.04","CO2",0.979086836619065,0.00591249219959338,0.157081359126773,4.48104671969183,0.984469553624985,0.00738289733196838,-4.90135044124999e-05,5.59545903054445,"F2_2013.07.04_D"
"F2","F","D","2013.07.04","CH4",0.797032980243857,-4.351335694031e-06,0.000607116986620712,-0.00329785442073928,0.912494628820975,1.20360697882434e-06,-1.85164755761845e-07,0.000912207394477398,"F2_2013.07.04_D"
"F2","F","E","2013.07.04","N2O",0.766670090368895,-0.00147938384948129,0.238193476600182,-1.12121723329108,0.81901005216256,-0.000182892645423367,-4.32163734685974e-05,-0.138613373373499,"F2_2013.07.04_E"
"F2","F","E","2013.07.04","CO2",0.416010179483801,0.00701361956104291,0.0909232128971578,5.31558535152725,0.585057066198204,-0.0079821954963917,0.000499860501914487,-6.04966395516003,"F2_2013.07.04_E"
"F2","F","E","2013.07.04","CH4",1.9825003291848e-05,-4.01188172057129e-08,0.000526695267294083,-3.04058404085403e-05,0.161665643802055,-1.2190782086141e-05,4.05022108964509e-07,-0.00923932958107528,"F2_2013.07.04_E"
"S1","S","A","2013.07.17","N2O",0.616562397827095,-0.00167087429007726,0.269292373104033,-1.26634683037434,0.799611819215252,-0.00472449927583131,0.000101787499525135,-3.58067313536689,"S1_2013.07.17_A"
"S1","S","A","2013.07.17","CO2",0.569439302863685,0.00204268574219738,0.158513585180584,1.5481407730338,0.744920128059108,-0.00176068738192567,0.000126779104137435,-1.33441569998577,"S1_2013.07.17_A"
"S1","S","A","2013.07.17","CH4",0.219224477252535,6.58427694037453e-07,0.000569068406422326,0.00049901888390207,0.945864285624076,4.67910688615488e-06,-1.34022639737247e-07,0.00354627048213843,"S1_2013.07.17_A"
"S1","S","B","2013.07.17","N2O",0.624793216056852,0.00102649444733882,0.214742936124478,0.777974739035736,0.656858167596361,0.00180646823359367,-2.5999126208495e-05,1.3691127665131,"S1_2013.07.17_B"
"S1","S","B","2013.07.17","CO2",0.9822684113842,0.00433969207436647,0.128702803480866,3.28902978267775,0.996661624192795,0.00610166390371619,-5.87323943116575e-05,4.62441895860596,"S1_2013.07.17_B"
"S1","S","B","2013.07.17","CH4",0.485224048522111,2.45438877271232e-06,0.000481238133765241,0.00186016833300302,0.967971092437365,-5.75684222539813e-06,2.73707699937015e-07,-0.00436308042345964,"S1_2013.07.17_B"
"S1","S","C","2013.07.17","N2O",0.362932521418942,0.000294187530542421,0.225150383097201,0.222963181042677,0.540062183829365,-0.000395152067305477,2.29779865949299e-05,-0.299483672063098,"S1_2013.07.17_C"
"S1","S","C","2013.07.17","CO2",0.946721342029135,0.00334733628126458,0.121358913182893,2.53692855001105,0.958967992355233,0.00462428418975908,-4.256493028315e-05,3.50472064908056,"S1_2013.07.17_C"
"S1","S","C","2013.07.17","CH4",0.656088188445709,-3.84813766668601e-06,0.000584219168128683,-0.00291648328422519,0.822401337054583,-1.03465766408132e-05,2.16614632470907e-07,-0.00784161598040582,"S1_2013.07.17_C"
"S1","S","D","2013.07.17","N2O",0.0869500881788947,0.000241734482914788,0.223146685340591,0.183209292314366,0.277928663269711,0.00144336840018126,-4.00544639088824e-05,1.09392131382159,"S1_2013.07.17_D"
"S1","S","D","2013.07.17","CO2",0.942762066405391,0.00386751262775228,0.149383235684629,2.93116746524383,0.999887864415415,0.00706069035785213,-0.000106439257669995,5.35126006068793,"S1_2013.07.17_D"
"S1","S","D","2013.07.17","CH4",0.283174808283723,-3.14267942307446e-06,0.000605310782692284,-0.00238182019433012,0.294754095198958,-1.0111568158432e-06,-7.10507535743751e-08,-0.000766350428849586,"S1_2013.07.17_D"
"S1","S","E","2013.07.17","N2O",0.70510106465053,-0.000907684612786701,0.230909823017141,-0.687929390743605,0.712044437586804,-0.00120979857414321,1.00704653785502e-05,-0.916899971982219,"S1_2013.07.17_E"
"S1","S","E","2013.07.17","CO2",0.971032192548583,0.00204311665359127,0.127975391900946,1.54846735851128,0.978301337388084,0.00145019914911165,1.97639168159874e-05,1.09909830248462,"S1_2013.07.17_E"
"S1","S","E","2013.07.17","CH4",0.281984911276753,-2.10050552699061e-06,0.00055949062057501,-0.00159196208361394,0.533861677277201,4.5580681404718e-06,-2.21952455582081e-07,0.00345453585383126,"S1_2013.07.17_E"
"F2","F","D","2013.07.17","N2O",0.182017494330949,-0.00041070173212652,0.219019743657717,-0.311268681190626,0.767610493521371,0.00206013567655918,-8.23612469561899e-05,1.56136598644485,"F2_2013.07.17_D"
"F2","F","D","2013.07.17","CO2",0.962041094062831,0.00243264398015406,0.166254079696089,1.84368806916939,0.987446162488666,0.00375856662591592,-4.41974215253951e-05,2.84859786385206,"F2_2013.07.17_D"
"F2","F","D","2013.07.17","CH4",0.256594128954039,-1.83600115248463e-06,0.000545500757843932,-0.00139149561030414,0.788332179390315,-1.07009191486619e-05,2.95497266539242e-07,-0.00811017030214375,"F2_2013.07.17_D"
"F2","F","E","2013.07.17","N2O",0.667552326664931,-0.00050599215721388,0.225347894160109,-0.383488792835783,0.926207987884501,0.000550432146368321,-3.521414345274e-05,0.417169626721254,"F2_2013.07.17_E"
"F2","F","E","2013.07.17","CO2",0.966802117343158,0.00869018054481217,0.189333808217816,6.5862420971208,0.997242520579495,0.0138622156582054,-0.000172401170446443,10.5061002883241,"F2_2013.07.17_E"
"F2","F","E","2013.07.17","CH4",0.128873107163986,-2.9026216485613e-07,0.000620641876260505,-0.000219988167048856,0.154341194695259,-7.23058633329497e-07,1.44265489491122e-08,-0.000548002332628671,"F2_2013.07.17_E"
"M3","M","A","2013.12.18","N2O",0.631512083822748,0.00248724621769099,0.256702651203553,1.88507081761844,1,0.00906882667730979,-0.00032907902298094,6.87321600806637,"M3_2013.12.18_A"
"M3","M","A","2013.12.18","CO2",0.974903383041992,0.0274693973433832,0.203188798810225,20.8189116707747,1,0.0427368491178913,-0.000763372588725405,32.390033015665,"M3_2013.12.18_A"
"M3","M","A","2013.12.18","CH4",0.00559907355889086,1.17645188923329e-06,0.000773374078637652,0.000891626694997858,1,5.54874104650041e-05,-2.71554792878854e-06,0.0420536163524242,"M3_2013.12.18_A"
"M3","M","B","2013.12.18","N2O",0.0199119658574062,0.000360146978404449,0.252637675676782,0.27295349942232,0.999668756833951,0.00883355478186977,-0.000282446926782177,6.69490467678551,"M3_2013.12.18_B"
"M3","M","B","2013.12.18","CO2",0.966958373367069,0.0422522144579646,0.257436249264226,32.0227309576153,0.999951338287789,0.0684299767675885,-0.000872592076987463,51.8627192343829,"M3_2013.12.18_B"
"M3","M","B","2013.12.18","CH4",0.207358501364878,-7.95037186940553e-06,0.00064705193491425,-0.00602554499575998,0.975990266616575,4.33903470247611e-05,-1.71135729647222e-06,0.032885315639819,"M3_2013.12.18_B"
"M3","M","C","2013.12.18","N2O",0.586682913086647,0.000149651885139806,0.30107395397483,0.113420376105958,1,-0.000382166014772556,1.69214786335752e-05,-0.289641611196043,"M3_2013.12.18_C"
"M3","M","C","2013.12.18","CO2",0.994363210566678,0.080506177130686,0.26598373869665,61.0152079306252,1,0.106169529386018,-0.000816561208124201,80.4653275346663,"M3_2013.12.18_C"
